order_Quantity,customer_Name,customer_ID,order_Date,Expected_Delivery_date,delivery_Date,Actual_Delivery_Days,order_ID,order_Tailor,order_Type,Total_Amount,order_Tax,order_Discount,delivery_Type,delivery_Order_Ref,order_Delivered_Quantity,delivery_Quantity,Month,order_Tailor_Name,Expected_Delivery_Days,Tailoring_Style,size,length_cm,width_cm,sleeve_cm,fabric_meters,Price_Per_Unit,Fabric_Price_Per_Meter,Satisfaction,Dissatisfaction_Reason,Days_Difference
3,Ah***,74,2025-09-27,2025-10-04,2025-09-01,-26.0,3098,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3098,3,1,September,Factory                                          ,7,Emirati,M,71.5,52.5,22.5,1.85,233.3333333333333,126.1261261261261,1,,-26.0
3,Sa**,1540,2025-09-27,2025-10-04,2025-09-01,-26.0,3097,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3097,3,1,September,Factory                                          ,7,Saudi Classic,M,72.5,51.5,21.5,1.85,233.3333333333333,126.1261261261261,1,,-26.0
6,Ab******,2390,2025-09-27,2025-10-04,2025-09-18,-9.0,27,001,Fixing,240.0,31.30434782608696,0.0,Recived,27,6,2,September,Factory                                          ,7,Saudi Classic,S,70.5,50.0,20.5,1.8,40.0,22.22222222222222,1,,-9.0
1,Sa***,1570,2025-09-27,2025-10-04,2025-09-14,-13.0,3103,001,Tailoring,320.0,41.73913043478261,0.0,Recived,3103,1,5,September,Factory                                          ,7,Modern Slim Fit,XL,74.0,55.0,23.5,1.95,320.0,164.1025641025641,1,,-13.0
3,Kh***,1504,2025-09-28,2025-10-05,2025-09-05,-23.0,3124,001,Tailoring,900.0,117.3913043478261,350.0,Recived,3124,3,4,September,Factory                                          ,7,Saudi Classic,L,75.5,54.0,22.5,1.9,300.0,157.8947368421053,1,,-23.0
1,Kh***,2393,2025-09-28,2025-10-05,2025-09-18,-10.0,3123,001,Tailoring,180.0,23.47826086956522,50.0,Recived,3123,0,1,September,Factory                                          ,7,Saudi Classic,XL,76.0,54.5,22.5,1.95,0.0,0.0,1,,-10.0
2,Am**,2393,2025-09-28,2025-10-05,2025-09-17,-11.0,3122,001,Tailoring,360.0,46.95652173913044,100.0,Recived,3122,2,2,September,Factory                                          ,7,Emirati,M,73.5,52.0,22.5,1.85,180.0,97.29729729729729,1,,-11.0
3,Dr** Mo*****,2396,2025-09-28,2025-10-05,2025-09-10,-18.0,3121,001,Tailoring,900.0,117.3913043478261,450.0,Recived,3121,0,1,September,Factory                                          ,7,Modern Slim Fit,M,71.0,53.0,22.0,1.85,0.0,0.0,1,,-18.0
3,Ra****,766,2025-09-28,2025-10-05,2025-09-01,-27.0,3120,001,Tailoring,900.0,117.3913043478261,350.0,Recived,3120,3,2,September,Factory                                          ,7,Saudi Classic,XXI,78.0,58.5,23.5,2.0,300.0,150.0,1,,-27.0
3,Su*****,1347,2025-09-28,2025-10-05,2025-09-01,-27.0,3119,001,Tailoring,730.0,95.21739130434783,350.0,Recived,3119,3,3,September,Factory                                          ,7,Modern Slim Fit,XL,74.0,54.5,22.5,1.95,243.3333333333333,124.7863247863248,1,,-27.0
3,Ab*******,1537,2025-09-28,2025-10-05,2025-09-01,-27.0,3117,001,Tailoring,900.0,117.3913043478261,350.0,Recived,3117,3,1,September,Factory                                          ,7,Saudi Classic,M,70.5,51.5,21.5,1.85,300.0,162.1621621621622,1,,-27.0
3,Mo*****,2395,2025-09-28,2025-10-05,2025-09-01,-27.0,3116,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3116,3,1,September,Factory                                          ,7,Saudi Classic,S,70.0,50.5,20.5,1.8,233.3333333333333,129.6296296296296,1,,-27.0
3,Su****,618,2025-09-28,2025-10-05,2025-09-07,-21.0,3115,001,Tailoring,800.0,104.3478260869565,350.0,Recived,3115,3,2,September,Factory                                          ,7,Emirati,XXI,76.5,58.5,24.0,2.0,266.6666666666667,133.3333333333333,1,,-21.0
3,Mo*****,899,2025-09-28,2025-10-05,2025-09-04,-24.0,3114,001,Tailoring,900.0,117.3913043478261,350.0,Recived,3114,3,1,September,Factory                                          ,7,Saudi Classic,XL,75.5,56.5,22.5,1.95,300.0,153.8461538461538,1,,-24.0
6,Ba****,397,2025-09-28,2025-10-05,2025-09-02,-26.0,3113,001,Tailoring,1800.0,234.7826086956522,900.0,Recived,3113,0,2,September,Factory                                          ,7,Saudi Classic,M,73.5,51.0,22.0,1.85,0.0,0.0,1,,-26.0
3,Ab*********,2103,2025-09-28,2025-10-05,2025-09-01,-27.0,3112,001,Tailoring,900.0,117.3913043478261,350.0,Recived,3112,3,1,September,Factory                                          ,7,Saudi Classic,S,70.0,49.0,21.5,1.8,300.0,166.6666666666667,1,,-27.0
1,Ab*******,2162,2025-09-28,2025-10-05,2025-09-04,-24.0,3118,001,Replace,0.0,0.0,0.0,Recived,3118,1,5,September,Factory                                          ,7,Saudi Classic,XL,76.0,55.0,23.5,1.95,0.0,0.0,1,,-24.0
1,Fa***,2399,2025-09-29,2025-10-06,2025-09-20,-9.0,3128,001,Tailoring,300.0,39.1304347826087,0.0,Recived,3128,1,1,September,Factory                                          ,7,Saudi Classic,M,71.0,53.5,22.5,1.85,300.0,162.1621621621622,1,,-9.0
1,Tu***,12,2025-09-29,2025-10-06,2025-09-04,-25.0,3125,001,Tailoring,270.0,35.21739130434783,180.0,Recived,3125,1,3,September,Factory                                          ,7,Emirati,M,73.0,53.5,22.0,1.85,270.0,145.9459459459459,1,,-25.0
1,Ab******,2397,2025-09-29,2025-10-06,2025-09-02,-27.0,3126,001,Tailoring,180.0,23.47826086956522,50.0,Recived,3126,1,1,September,Factory                                          ,7,Saudi Classic,XXI,77.0,56.0,24.0,2.0,180.0,90.0,1,,-27.0
3,Mo*****,2398,2025-09-29,2025-10-06,2025-09-06,-23.0,3127,001,Tailoring,900.0,117.3913043478261,350.0,Recived,3127,3,2,September,Factory                                          ,7,Emirati,XL,76.0,53.5,23.5,1.95,300.0,153.8461538461538,1,,-23.0
